Appelation,Parker,Robinson,Suckling,Prix
Pauillac,87.0,87.0,87.0,38.2
Margaux,91.0,91.0,91.0,665.0
Saint-Emilion,94.0,94.0,94.0,106.4
Saint-Emilion,None,None,None,940.0
Pomerol,97.0,97.0,97.0,903.33
Canon-Fronsac,None,None,88.0,20.7
Pauillac,None,None,None,26.17
Sauternes,93.0,93.0,93.0,49.0
Pomerol,90.0,90.0,90.0,118.3
Pessac-Léognan,None,16.0,16.0,130.2
Saint-Emilion,93.0,93.0,None,185.0
Pomerol,92.0,92.0,None,90.0
Margaux,90.0,90.0,90.0,465.0
Pauillac,93.0,93.0,93.0,420.0
Médoc,89.0,89.0,89.0,101.4
Saint-Julien,98.0,98.0,98.0,430.0
Saint-Emilion,100.0,100.0,100.0,1220.0
Sauternes,None,None,None,84.0
Pomerol,None,None,None,324.0
Sauternes,None,None,None,29.0
Haut-Médoc,None,15.5,15.5,32.7
Médoc,None,None,92.5,15.6
Barsac,91.0,91.0,91.0,63.0
Pauillac,89.0,89.0,None,195.0
Castillon Côtes de Bordeaux,None,16.0,16.0,21.83
Saint-Emilion,None,16.5,16.5,144.0
Pauillac,87.0,87.0,87.0,53.0
Barsac,None,17.5,17.5,44.0
Sauternes,None,None,None,1950.0
Margaux,90.0,90.0,90.0,1275.0
Haut-Médoc,87.0,87.0,None,119.28
Pessac-Léognan,91.5,91.5,91.5,85.0
Bordeaux Blancs Secs,90.0,None,None,198.0
Pessac-Léognan,100.0,100.0,100.0,1265.0
Saint-Emilion,90.0,90.0,90.0,152.4
Margaux,92.0,92.0,92.0,114.33
Pessac-Léognan,90.0,90.0,90.0,51.2
Saint-Emilion,96.0,96.0,96.0,231.0
Pomerol,94.0,94.0,94.0,435.0
Pauillac,None,None,92.0,25.0
Margaux,93.0,93.0,93.0,620.0
Margaux,96.0,96.0,96.0,660.0
Pomerol,92.0,None,92.0,340.0
Pessac-Léognan,93.0,None,93.0,31.0
Pomerol,None,None,None,310.67
Saint-Emilion,91.0,91.0,91.0,36.0
Pomerol,None,None,90.0,35.92
Pomerol,None,None,None,240.0
Pessac-Léognan,91.0,91.0,91.0,40.3
Margaux,91.0,91.0,91.0,160.6
Pessac-Léognan,93.5,93.5,93.5,282.0
Saint-Emilion,95.0,95.0,95.0,202.0
Pauillac,90.0,90.0,90.0,840.0
Saint-Estèphe,90.0,90.0,90.0,86.67
Saint-Julien,92.0,92.0,92.0,1720.0
Pauillac,93.0,93.0,93.0,89.7
Haut-Médoc,89.0,None,89.0,22.7
Pomerol,None,None,94.5,218.0
Margaux,87.0,87.0,None,125.0
Pauillac,89.0,89.0,None,470.0
Margaux,86.0,86.0,86.0,30.67
Bordeaux,None,None,None,29.83
Sauternes,93.0,93.0,93.0,71.83
Saint-Emilion,97.0,97.0,97.0,4550.0
Margaux,None,None,None,33.17
Barsac,95.0,95.0,95.0,176.8
Montagne-Saint-Emilion,None,None,90.5,96.0
Pauillac,91.0,91.0,91.0,1390.0
Margaux,97.0,97.0,97.0,115.0
Saint-Estèphe,None,None,None,26.2
Sauternes,None,17.0,17.0,54.0
Saint-Estèphe,94.0,94.0,94.0,690.0
Sauternes,None,None,88.5,24.0
Haut-Médoc,None,None,None,15.8
Pauillac,91.0,91.0,91.0,350.0
Saint-Estèphe,92.0,92.0,92.0,45.3
Pauillac,None,None,None,40.83
Haut-Médoc,None,16.5,16.5,22.0
None,None,None,None,1950.0
Haut-Médoc,90.0,90.0,90.0,64.0
Pauillac,None,None,None,45.8
Haut-Médoc,None,15.5,15.5,84.0
Saint-Emilion,93.0,93.0,None,140.0
Pauillac,91.0,91.0,91.0,64.3
Pauillac,91.0,91.0,91.0,160.0
Pessac-Léognan,94.0,94.0,94.0,260.0
Fronsac,90.0,90.0,90.0,133.0
Bordeaux Blancs Secs,None,16.0,None,43.33
Saint-Emilion,95.0,95.0,95.0,1350.0
Saint-Emilion,90.0,90.0,90.0,36.5
Pomerol,91.0,91.0,91.0,42.5
Pessac-Léognan,95.0,95.0,95.0,177.0
Pessac-Léognan,88.0,88.0,88.0,220.0
Lalande de Pomerol,91.0,91.0,91.0,80.0
Saint-Emilion,93.0,93.0,93.0,157.17
Saint-Emilion,89.0,None,None,125.0
Saint-Estèphe,91.0,91.0,91.0,125.0
Saint-Estèphe,83.0,83.0,83.0,95.0
Saint-Emilion,None,15.5,15.5,48.17
Pauillac,None,None,None,21.08
Haut-Médoc,None,15.0,15.0,19.8
Saint-Emilion,94.0,94.0,94.0,355.0
Pessac-Léognan,89.0,89.0,89.0,68.67
Saint-Emilion,87.0,87.0,87.0,41.4
Pauillac,None,None,None,29.0
Barsac,None,None,None,124.83
Pauillac,95.0,95.0,None,1190.0
Margaux,92.0,92.0,92.0,1475.0
Castillon Côtes de Bordeaux,87.5,None,87.5,52.5
Moulis,88.0,88.0,88.0,37.3
Saint-Emilion,None,16.0,16.0,41.0
Castillon Côtes de Bordeaux,None,None,93.0,89.0
Pessac-Léognan,97.0,97.0,97.0,197.0
Saint-Estèphe,93.0,93.0,93.0,106.0
Pomerol,None,None,None,63.2
Pessac-Léognan,94.0,94.0,94.0,99.0
Margaux,93.0,93.0,93.0,72.0
Pessac-Léognan,98.0,98.0,98.0,128.0
Pomerol,97.0,97.0,97.0,195.0
Sauternes,None,None,None,294.2
Saint-Julien,None,15.0,None,63.0
Pauillac,92.0,92.0,92.0,215.0
Sauternes,94.0,None,None,41.4
Saint-Emilion,100.0,100.0,100.0,640.0
Haut-Médoc,87.0,87.0,87.0,25.0
Saint-Emilion,None,None,93.0,230.0
Listrac,None,None,None,395.0
Saint-Estèphe,100.0,100.0,100.0,4700.0
Pessac-Léognan,92.0,92.0,None,815.0
Barsac,None,17.0,None,156.0
Pauillac,96.0,96.0,96.0,850.0
Pomerol,None,None,None,150.0
Margaux,88.0,88.0,88.0,68.7
Médoc,None,None,None,185.0
Margaux,89.0,89.0,89.0,99.0
Saint-Emilion,92.0,92.0,92.0,196.0
Bordeaux Blancs Secs,93.0,93.0,93.0,428.33
Saint-Emilion,91.0,None,91.0,36.0
Pessac-Léognan,95.0,95.0,95.0,3500.0
Saint-Julien,94.0,94.0,None,245.0
Pauillac,87.0,87.0,87.0,1660.0
Pomerol,90.0,90.0,90.0,133.0
Saint-Emilion,91.0,91.0,91.0,295.0
Bordeaux Blancs Secs,90.0,None,90.0,72.0
Lalande de Pomerol,None,None,90.0,22.0
Pessac-Léognan,91.0,91.0,91.0,26.2
Haut-Médoc,None,None,None,216.0
Barsac,90.0,90.0,90.0,58.9
Pessac-Léognan,None,None,None,1800.0
Bordeaux Blancs Secs,93.0,93.0,93.0,186.17
Pauillac,100.0,100.0,100.0,1250.0
Saint-Julien,88.0,None,88.0,167.6
Saint-Julien,None,None,None,349.17
Margaux,94.0,94.0,94.0,730.0
Pauillac,95.0,95.0,95.0,260.0
Saint-Julien,95.0,95.0,95.0,1790.0
Pessac-Léognan,93.5,93.5,93.5,820.0
Castillon Côtes de Bordeaux,87.0,87.0,87.0,75.6
Pessac-Léognan,85.0,85.0,None,109.0
Pauillac,93.0,93.0,93.0,220.0
Pessac-Léognan,91.0,91.0,91.0,74.0
Pauillac,94.0,94.0,94.0,133.1
Saint-Emilion,91.0,None,None,1720.0
Bordeaux Blancs Secs,91.0,91.0,91.0,178.9
Pessac-Léognan,96.0,96.0,None,623.3
Pauillac,90.0,90.0,90.0,118.4
Sauternes,None,17.5,17.5,59.2
Margaux,None,None,None,360.0
Saint-Julien,91.0,None,None,395.33
Margaux,100.0,100.0,None,2990.0
Saint-Julien,89.0,None,None,299.0
Pessac-Léognan,None,16.5,None,34.3
Saint-Emilion,92.0,92.0,92.0,635.0
Saint-Emilion,97.0,97.0,97.0,970.0
Sauternes,91.0,91.0,None,64.3
Fronsac,90.0,90.0,90.0,28.0
Pomerol,None,None,92.5,184.8
Saint-Emilion,95.0,95.0,None,950.0
Saint-Emilion,90.0,90.0,90.0,38.2
Pauillac,None,None,None,260.0
Saint-Emilion,91.0,None,91.0,41.0
Saint-Estèphe,93.0,93.0,93.0,270.0
Pessac-Léognan,90.0,90.0,90.0,56.0
Pomerol,87.0,None,None,69.0
Bordeaux,None,14.5,14.5,112.9
Pomerol,91.0,91.0,91.0,420.0
Haut-Médoc,None,16.0,16.0,29.4
Margaux,94.0,94.0,94.0,131.2
Pessac-Léognan,98.0,98.0,98.0,5800.0
Saint-Julien,94.0,94.0,94.0,74.83
Margaux,80.0,None,None,1250.0
Saint-Julien,None,None,92.5,111.0
Saint-Estèphe,86.0,None,None,275.0
Saint-Emilion,None,16.0,16.0,540.0
Pauillac,98.0,98.0,98.0,7610.0
Saint-Emilion,None,16.5,16.5,99.67
Pauillac,95.0,95.0,95.0,8990.0
Pessac-Léognan,None,None,None,3540.0
Pomerol,None,16.0,16.0,42.7
Saint-Julien,91.0,91.0,91.0,220.2
Pessac-Léognan,93.0,93.0,93.0,219.4
Bordeaux Blancs Secs,95.0,95.0,95.0,445.0
Margaux,94.0,94.0,94.0,1134.0
Pauillac,94.0,94.0,94.0,223.7
Saint-Emilion,83.0,83.0,None,1195.0
Saint-Estèphe,92.0,92.0,92.0,71.4
Saint-Emilion,88.0,88.0,None,124.0
Barsac,93.0,93.0,None,44.7
Pauillac,91.0,91.0,91.0,425.0
Saint-Emilion,None,None,None,33.8
Pomerol,94.0,94.0,94.0,4100.0
Saint-Estèphe,None,None,91.5,20.0
Pessac-Léognan,89.0,89.0,89.0,41.5
Pauillac,96.0,96.0,None,465.0
Saint-Emilion,None,16.5,16.5,183.0
Saint-Julien,98.0,None,None,4200.0
Pomerol,88.0,88.0,88.0,124.7
Saint-Julien,94.0,94.0,94.0,97.0
Saint-Julien,95.0,95.0,95.0,430.0
Saint-Emilion,98.0,98.0,None,467.0
Saint-Julien,None,None,None,549.17
Pomerol,97.0,97.0,97.0,450.0
Saint-Emilion,90.0,90.0,None,2495.0
Saint-Emilion,90.0,90.0,90.0,78.0
Saint-Emilion,95.0,95.0,None,1760.0
Lalande de Pomerol,91.0,None,91.0,81.0
Saint-Emilion,87.0,87.0,None,1710.0
Saint-Emilion,98.0,98.0,None,730.0
Pauillac,89.0,89.0,None,162.14
Pomerol,None,None,None,349.5
Pessac-Léognan,None,None,None,2280.0
Saint-Emilion,None,None,None,1650.0
Fronsac,92.0,None,92.0,18.7
Saint-Emilion,95.0,95.0,95.0,1045.0
Haut-Médoc,90.0,90.0,90.0,42.5
Pauillac,84.0,84.0,None,250.0
Margaux,95.0,95.0,95.0,765.0
Margaux,88.0,88.0,None,360.0
Pomerol,None,None,None,180.0
Pauillac,91.0,91.0,None,155.71
Bordeaux,None,None,None,60.0
Pauillac,95.0,95.0,None,2750.0
Margaux,92.0,92.0,92.0,99.0
Saint-Julien,89.0,89.0,None,186.4
Saint-Emilion,92.0,92.0,92.0,780.0
Puisseguin-Saint-Emilion,86.0,None,86.0,29.4
Margaux,None,16.0,16.0,172.8
Saint-Emilion,93.0,93.0,93.0,198.0
Saint-Emilion,None,15.5,15.5,60.0
Pauillac,88.0,None,88.0,201.6
Pauillac,92.0,92.0,92.0,238.57
Saint-Julien,93.0,93.0,93.0,254.4
Pessac-Léognan,93.5,93.5,None,3780.0
Saint-Emilion,95.0,95.0,95.0,1255.0
Bordeaux Blancs Secs,93.0,93.0,93.0,420.0
Pauillac,93.0,93.0,93.0,329.0
Margaux,None,17.5,17.5,60.0
Vin de France,None,None,None,27.3
Pauillac,90.0,90.0,90.0,275.0
Pessac-Léognan,None,15.5,15.5,25.1
Bordeaux Blancs Secs,89.5,None,None,19.3
Pessac-Léognan,91.0,91.0,None,420.0
Pomerol,95.0,95.0,95.0,229.3
Montagne-Saint-Emilion,None,None,92.0,32.17
Haut-Médoc,90.0,90.0,None,750.0
Pauillac,96.0,96.0,96.0,314.0
Saint-Emilion,None,18.0,18.0,190.6
Pauillac,None,None,None,556.67
Margaux,91.5,91.5,91.5,630.0
Saint-Emilion,95.0,None,95.0,335.0
Margaux,91.0,91.0,91.0,59.5
Pomerol,None,None,None,285.0
Pessac-Léognan,90.0,90.0,None,855.0
Sauternes,None,19.0,None,17280.0
Saint-Estèphe,97.0,97.0,97.0,216.0
Saint-Julien,90.0,None,90.0,200.0
Pomerol,None,None,92.5,147.42
Pessac-Léognan,77.0,77.0,None,1260.0
Haut-Médoc,82.0,82.0,None,35.0
Pessac-Léognan,90.0,90.0,None,1250.0
Haut-Médoc,92.0,92.0,92.0,24.0
Pessac-Léognan,91.0,None,91.0,30.5
Saint-Estèphe,None,16.5,16.5,42.67
Margaux,86.0,86.0,None,1175.0
Pessac-Léognan,96.0,96.0,96.0,414.0
Margaux,94.0,94.0,None,420.0
Pauillac,97.0,97.0,97.0,965.0
Margaux,93.0,93.0,93.0,575.0
Pessac-Léognan,95.0,95.0,None,765.0
Pessac-Léognan,90.0,90.0,90.0,530.0
Sauternes,87.0,87.0,87.0,50.0
Puisseguin-Saint-Emilion,None,None,None,16.4
Montagne-Saint-Emilion,None,None,88.5,83.4
Canon-Fronsac,89.0,None,None,195.0
Saint-Emilion,86.0,None,86.0,26.2
Pauillac,91.0,91.0,91.0,1567.0
Pauillac,91.5,91.5,91.5,4275.0
Moulis,93.0,93.0,93.0,545.0
Pessac-Léognan,91.0,91.0,91.0,165.0
Castillon Côtes de Bordeaux,None,16.5,16.5,133.0
Pomerol,92.0,None,92.0,565.0
Bordeaux,None,None,None,60.0
Margaux,93.0,93.0,None,735.0
Saint-Emilion,98.0,98.0,None,310.0
Saint-Emilion,None,None,None,2160.0
Pomerol,None,None,95.5,345.0
Graves,None,16.5,16.5,15.8
Pessac-Léognan,88.0,88.0,None,650.0
Saint-Emilion,92.0,92.0,92.0,106.0
Pauillac,91.5,91.5,91.5,40.9
Pessac-Léognan,90.0,90.0,None,3990.0
Pessac-Léognan,85.0,85.0,None,470.0
Saint-Emilion,None,None,None,930.0
Saint-Estèphe,93.0,None,None,625.0
Saint-Emilion,None,None,None,696.67
Sauternes,None,None,None,460.83
Pessac-Léognan,90.0,90.0,90.0,765.0
Pessac-Léognan,76.0,76.0,None,3185.0
Saint-Emilion,None,None,None,4095.0
Pauillac,None,None,None,2040.0
Margaux,93.0,93.0,93.0,43.6
Margaux,88.0,88.0,None,780.0
Margaux,89.0,89.0,None,1300.0
Pessac-Léognan,94.0,94.0,94.0,760.0
Pauillac,94.0,94.0,94.0,1825.0
Saint-Julien,95.0,95.0,95.0,285.0
Margaux,89.0,89.0,89.0,53.4
Margaux,94.0,94.0,None,895.0
Pessac-Léognan,93.0,93.0,93.0,530.0
Saint-Estèphe,94.0,94.0,None,1075.0
Pessac-Léognan,90.0,90.0,90.0,530.0
Saint-Emilion,None,None,None,870.0
Saint-Estèphe,87.0,87.0,None,494.0
Pessac-Léognan,87.0,87.0,None,765.0
Pauillac,89.0,89.0,89.0,650.0
None,None,None,None,446.67
Saint-Julien,98.0,98.0,None,915.0
Pessac-Léognan,80.0,80.0,None,3780.0
